run_id,registry_event_id,recorded_at,supersedes_event_id,protocol_version,method_profile,stage,dataset_family,sequence,window_start,window_end,texture_stratum,split_role,arm,arm_version,arm_applicability,applicability_rule,frontend_seed,backend_replay,accepted_lineage_count,active,selection_active,candidate_pool_hash,frame_chain_hash,selection_hash,status,replay_evaluable,replay_hard_failure,window_arm_hard_failure,any_repeat_hard_failure,init_failure,full_coverage,algorithm_hard_failure,solver_risk,window_arm_solver_risk,queue_drop_rate,sustained_queue_drop,infrastructure_failure,replacement_for,run_dir,command_file,input_hash_manifest,output_hash_manifest,notes
isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_M_f0_b00_20260806T084500Z_e01,2026-08-08T01:56:52+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_M_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A04,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_056_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_056_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/input_hash_manifest.sha256,,queue_index=56; window_id=aqualoc_archaeology:A04:0002; tag=isj_p07_aqualoc_archaeology_a04_0002_m_attempt01; command_sha256=df4eda3f98d9665f2eb9f48b4e5cdf84af946af811aaf795ea5b0ffa2d69c468; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=56; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED
isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_M_f0_b00_20260806T084500Z_e02,2026-08-08T02:09:36+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_M_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A04,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_056_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_056_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_056_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/output_hash_manifest.sha256,"queue_index=56; window_id=aqualoc_archaeology:A04:0002; tag=isj_p07_aqualoc_archaeology_a04_0002_m_attempt01; command_sha256=df4eda3f98d9665f2eb9f48b4e5cdf84af946af811aaf795ea5b0ffa2d69c468; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=56; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED; arm export, exact nonfallback guard, attestation, and strict v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_056_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/audit_v4.json; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED"
isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_B1_f0_b00_20260806T084500Z_e01,2026-08-08T02:10:21+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_B1_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A04,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_057_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_057_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/input_hash_manifest.sha256,,queue_index=57; window_id=aqualoc_archaeology:A04:0002; tag=isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01; command_sha256=495ed8a52a424c151812280a9ea7c0bd35826b66060d82bf5f1e70aeb17375db; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=57; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED
isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_B1_f0_b00_20260806T084500Z_e02,2026-08-08T02:20:25+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_B1_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A04,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_057_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_057_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_057_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/output_hash_manifest.sha256,"queue_index=57; window_id=aqualoc_archaeology:A04:0002; tag=isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01; command_sha256=495ed8a52a424c151812280a9ea7c0bd35826b66060d82bf5f1e70aeb17375db; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=57; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED; arm export, exact nonfallback guard, attestation, and strict v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_057_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/audit_v4.json; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED"
isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_M_f0_b00_20260806T084500Z_e01,2026-08-08T03:31:27+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_M_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A07,900,1800,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_058_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_058_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/input_hash_manifest.sha256,,queue_index=58; window_id=aqualoc_archaeology:A07:0001; tag=isj_p07_aqualoc_archaeology_a07_0001_m_attempt01; command_sha256=90062bbc515e752be6cf0c05162053248e72b0a08a3cb1800577ed3b5e1fb4b5; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=58; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED
isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_M_f0_b00_20260806T084500Z_e02,2026-08-08T03:52:11+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_M_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A07,900,1800,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_058_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_058_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_058_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/output_hash_manifest.sha256,queue_index=58; window_id=aqualoc_archaeology:A07:0001; tag=isj_p07_aqualoc_archaeology_a07_0001_m_attempt01; command_sha256=90062bbc515e752be6cf0c05162053248e72b0a08a3cb1800577ed3b5e1fb4b5; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=58; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED; q58 orphan closeout: preserved physical M export reached exact RUN_VINS=0 terminal markers; v5 M attestation and strict v4 audit PASS; outer executor was lost before post-child steps; no frontend rerun; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_058_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/audit_v4.json; lock=papers/ieee_sensors_journal_experiments/p07/frontend_orphan_recoveries/queue_058_orphan_closeout_lock_v1.json
isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_P_f0_b00_20260806T084500Z_e01,2026-08-08T04:54:28+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_P_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A07,900,1800,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_059_isj_p07_aqualoc_archaeology_a07_0001_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_059_isj_p07_aqualoc_archaeology_a07_0001_p_attempt01/input_hash_manifest.sha256,,queue_index=59; window_id=aqualoc_archaeology:A07:0001; tag=isj_p07_aqualoc_archaeology_a07_0001_p_attempt01; command_sha256=29ddc034a8b5125dfde551fd94ccf4aa8b3377c2633dbc3c33a745388bc8dacc; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=59; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED
isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_P_f0_b00_20260806T084500Z_e02,2026-08-08T05:16:51+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_P_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A07,900,1800,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,0,false,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a07_0001_p_attempt01_klt_safe_fallback,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_059_isj_p07_aqualoc_archaeology_a07_0001_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_059_isj_p07_aqualoc_archaeology_a07_0001_p_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_059_isj_p07_aqualoc_archaeology_a07_0001_p_attempt01/output_hash_manifest.sha256,"queue_index=59; window_id=aqualoc_archaeology:A07:0001; tag=isj_p07_aqualoc_archaeology_a07_0001_p_attempt01; command_sha256=29ddc034a8b5125dfde551fd94ccf4aa8b3377c2633dbc3c33a745388bc8dacc; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=59; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED; arm export, exact nonfallback guard, attestation, and strict v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_059_isj_p07_aqualoc_archaeology_a07_0001_p_attempt01/audit_v4.json; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED"
isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_B1_f0_b00_20260806T084500Z_e01,2026-08-08T05:18:02+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_B1_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A07,900,1800,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_060_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_060_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/input_hash_manifest.sha256,,queue_index=60; window_id=aqualoc_archaeology:A07:0001; tag=isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01; command_sha256=21b144b87b8cca14b80beb1131d1f063b63d908b95c8675db0fbd378c55a86db; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=60; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED
isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_B1_f0_b00_20260806T084500Z_e02,2026-08-08T05:28:06+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_B1_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A07,900,1800,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_060_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_060_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_060_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/output_hash_manifest.sha256,"queue_index=60; window_id=aqualoc_archaeology:A07:0001; tag=isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01; command_sha256=21b144b87b8cca14b80beb1131d1f063b63d908b95c8675db0fbd378c55a86db; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=60; guard-only preflight exact PASS; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED; arm export, exact nonfallback guard, attestation, and strict v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_060_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/audit_v4.json; predecessor queue_index=55 satisfied by additive replacement run_id=isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z_layout_attempt02; closeout=papers/ieee_sensors_journal_experiments/p07/frontend_replacements/queue_055_a04_layout_attempt02_closeout_v1.json; closeout_sha256=59f1dc3c56ce67b4d7ae350c39080b3258b38cd5f58ab74c936391db00e821ca; canonical q55 remains FAILED"
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B0_f0_b01_20260808T035400Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B0_f0_b01_20260808T035400Z_e00,2026-08-08T11:54:00+08:00,,isj-nativeq-v3-confirmatory-protocol-v1,B0_native_vins_origin_v1,P07_BACKEND_REPLAY,aqualoc_archaeology,A02,225.0,270.0,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B0_native_vins_origin_v1,vins-origin-v1,REQUIRED,ALWAYS,0,b01,,,,,,,PLANNED,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins/origin_klt_every2_p07_backend_aqualoc_archaeology-A02-0005_b0_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_replay_queue_v1.csv#queue_index=1,papers/ieee_sensors_journal_experiments/p07/backend_queue_lock_v1.json,,window_id=aqualoc_archaeology:A02:0005; replay_index=1; algorithmic_slot=b01; backend_queue_lock_hash=a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e; trajectory outcome unread at allocation
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B0_f0_b02_20260808T035400Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B0_f0_b02_20260808T035400Z_e00,2026-08-08T11:54:00+08:00,,isj-nativeq-v3-confirmatory-protocol-v1,B0_native_vins_origin_v1,P07_BACKEND_REPLAY,aqualoc_archaeology,A02,225.0,270.0,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B0_native_vins_origin_v1,vins-origin-v1,REQUIRED,ALWAYS,0,b02,,,,,,,PLANNED,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins/origin_klt_every2_p07_backend_aqualoc_archaeology-A02-0005_b0_b02_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_replay_queue_v1.csv#queue_index=2,papers/ieee_sensors_journal_experiments/p07/backend_queue_lock_v1.json,,window_id=aqualoc_archaeology:A02:0005; replay_index=2; algorithmic_slot=b02; backend_queue_lock_hash=a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e; trajectory outcome unread at allocation
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B0_f0_b03_20260808T035400Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B0_f0_b03_20260808T035400Z_e00,2026-08-08T11:54:00+08:00,,isj-nativeq-v3-confirmatory-protocol-v1,B0_native_vins_origin_v1,P07_BACKEND_REPLAY,aqualoc_archaeology,A02,225.0,270.0,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B0_native_vins_origin_v1,vins-origin-v1,REQUIRED,ALWAYS,0,b03,,,,,,,PLANNED,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins/origin_klt_every2_p07_backend_aqualoc_archaeology-A02-0005_b0_b03_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_replay_queue_v1.csv#queue_index=3,papers/ieee_sensors_journal_experiments/p07/backend_queue_lock_v1.json,,window_id=aqualoc_archaeology:A02:0005; replay_index=3; algorithmic_slot=b03; backend_queue_lock_hash=a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e; trajectory outcome unread at allocation
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b01_20260808T035400Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b01_20260808T035400Z_e00,2026-08-08T11:54:00+08:00,,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_BACKEND_REPLAY,aqualoc_archaeology,A02,225.0,270.0,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b01,,,,,,,PLANNED,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins/external_klt_every2_p07_backend_aqualoc_archaeology-A02-0005_b1_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_replay_queue_v1.csv#queue_index=4,papers/ieee_sensors_journal_experiments/p07/backend_queue_lock_v1.json,,window_id=aqualoc_archaeology:A02:0005; replay_index=1; algorithmic_slot=b01; backend_queue_lock_hash=a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e; trajectory outcome unread at allocation
