dataset_family,sequence,start,end,window_unit,prior_artifact_count,prior_learned_seen,prior_vins_seen,prior_parameter_use,allowed_role,evidence_paths,decision_reason
aqualoc_archaeology,A10,5280,5600,frame,77,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_a10_5280_5600/aqualoc_archaeo10_pinhole.yaml;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_a10_5280_5600/features.bag;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_a10_5280_5600/frontend_metrics.csv;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan2_a10_5280_5600_probe_oldcontract_densecap/aqualoc_archaeo10_pinhole.yaml;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan2_a10_5280_5600_probe_oldcontract_densecap/features.bag;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan2_a10_5280_5600_probe_oldcontract_densecap/frontend_metrics.csv;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5280_5600_klt_safe_fallback/aqualoc_archaeo10_pinhole.yaml;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5280_5600_klt_safe_fallback/arbitration_summary.txt;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5280_5600_klt_safe_fallback/arbitration_summary.txt:1;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5280_5600_klt_safe_fallback/arbitration_summary.txt:10;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5280_5600_klt_safe_fallback/arbitration_summary.txt:11;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5280_5600_klt_safe_fallback/arbitration_summary.txt:12;...(+65),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_archaeology,A10,5600,5920,frame,77,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_a10_5600_5920/aqualoc_archaeo10_pinhole.yaml;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_a10_5600_5920/features.bag;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_a10_5600_5920/frontend_metrics.csv;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan2_a10_5600_5920_probe_oldcontract_densecap/aqualoc_archaeo10_pinhole.yaml;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan2_a10_5600_5920_probe_oldcontract_densecap/features.bag;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan2_a10_5600_5920_probe_oldcontract_densecap/frontend_metrics.csv;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5600_5920_klt_safe_fallback/aqualoc_archaeo10_pinhole.yaml;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5600_5920_klt_safe_fallback/arbitration_summary.txt;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5600_5920_klt_safe_fallback/arbitration_summary.txt:1;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5600_5920_klt_safe_fallback/arbitration_summary.txt:10;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5600_5920_klt_safe_fallback/arbitration_summary.txt:11;logs/aqualoc_archaeo_vins/external_klt_every2_jul07_nonoverlap_scan2_a10_5600_5920_klt_safe_fallback/arbitration_summary.txt:12;...(+65),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_archaeology,A10,9600,10000,frame,10,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul16screen39_a10_9600_10000_probe/aqualoc_archaeo10_pinhole.yaml;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul16screen39_a10_9600_10000_probe/features.bag;logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul16screen39_a10_9600_10000_probe/frontend_metrics.csv;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:56;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:56;papers/learned_lineage_novelty_dev_20260716/lineage_motion_ratio_screening_20260717.csv:26;papers/learned_lineage_novelty_dev_20260716/lineage_motion_ratio_screening_20260717.csv:27;papers/learned_lineage_novelty_dev_20260716/lineage_novelty_screening.csv:15;papers/learned_lineage_novelty_dev_20260716/lineage_novelty_screening.csv:17;papers/learned_lineage_novelty_dev_20260716/lineage_novelty_screening.csv:60,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H01,1200,1600,frame,5,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_1200_1600_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_1200_1600_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_1200_1600_probe/frontend_metrics.csv;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:71;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:71,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H01,2400,2800,frame,5,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_2400_2800_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_2400_2800_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_2400_2800_probe/frontend_metrics.csv;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:72;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:72,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H01,2800,3000,frame,2,true,false,true,DEVELOPMENT_ONLY,logs/may19_harbor_lowtex_probe/h01_2800_3000_klt.csv;logs/may19_harbor_lowtex_probe/h01_2800_3000_sp_lg.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H01,2800,3200,frame,6,true,true,false,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul12_morepos_h01_2800_3200_visible5/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul12_morepos_h01_2800_3200_visible5/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul12_morepos_h01_2800_3200_visible5/frontend_metrics.csv;logs/tmp_jul12_h01_2800_3200_visible5_export_summary.csv;正反例窗口整理/已跑窗口与未跑候选整理.md:1130;正反例窗口整理/连续可见门控新增正例_20260712.md:138,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H01,3200,3600,frame,10,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_3200_3600_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_3200_3600_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen13_h01_3200_3600_probe/frontend_metrics.csv;papers/causal_crossdataset_search_20260718/probe_lineage_rescan.csv:43;papers/causal_crossdataset_search_20260718/probe_lineage_rescan.csv:48;papers/causal_crossdataset_search_20260718/probe_metrics_candidates.csv:89;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:73;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:73;papers/learned_lineage_novelty_dev_20260716/lineage_novelty_screening.csv:110;papers/learned_lineage_novelty_dev_20260716/lineage_novelty_screening.csv:167,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H01,4200,4580,frame,168,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_finalgate65_h01_4200_4580/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_finalgate65_h01_4200_4580/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_finalgate65_h01_4200_4580/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5_drop_whole_lineage_vins/ape.txt;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5_drop_whole_lineage_vins/ape.txt:1;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5_drop_whole_lineage_vins/ape.txt:10;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5_drop_whole_lineage_vins/ape.txt:11;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5_drop_whole_lineage_vins/ape.txt:12;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h01_4200_4580_visible5_drop_whole_lineage_vins/ape.txt:13;...(+156),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H02,1020,1100,frame,1,true,false,true,DEVELOPMENT_ONLY,logs/agent_loftr_trigger_search_20260514/aqualoc_harbor02_1020_1100_loftr_extreme_only.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H02,1200,1600,frame,5,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen22_h02_1200_1600_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen22_h02_1200_1600_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen22_h02_1200_1600_probe/frontend_metrics.csv;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:77;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:77,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H02,2000,2400,frame,5,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen15_h02_2000_2400_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen15_h02_2000_2400_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen15_h02_2000_2400_probe/frontend_metrics.csv;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:76;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:76,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H02,2400,2800,frame,634,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul12_h02_2400_2800_visible5/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul12_h02_2400_2800_visible5/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul12_h02_2400_2800_visible5/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul12_h02_2400_2800_visible5/seedchain_command.log;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt:1;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt:10;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt:11;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt:12;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt:13;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt:14;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul14frozen3way_h02_2400_2800_drop_lineage/ape.txt:15;...(+622),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H02,2600,2730,frame,2,true,false,true,DEVELOPMENT_ONLY,logs/may19_harbor_lowtex_probe/h02_2600_2730_klt.csv;logs/may19_harbor_lowtex_probe/h02_2600_2730_sp_lg.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H02,3000,3400,frame,4,true,true,false,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h02_3000_3400_visible5/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h02_3000_3400_visible5/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul13_morepos_h02_3000_3400_visible5/frontend_metrics.csv;logs/tmp_jul13_h02_3000_3400_visible5_export_summary.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H02,800,1200,frame,5,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen22_h02_800_1200_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen22_h02_800_1200_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen22_h02_800_1200_probe/frontend_metrics.csv;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:78;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:78,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H04,1600,2000,frame,8,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_1600_2000_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_1600_2000_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_1600_2000_probe/frontend_metrics.csv;papers/causal_crossdataset_search_20260718/probe_lineage_rescan.csv:375;papers/causal_crossdataset_search_20260718/probe_metrics_candidates.csv:103;papers/frozen_frontend_exploration_20260715/run_evidence_jul15_late_and_jul16.csv:74;papers/frozen_frontend_exploration_20260715/screening_summary_jul15_late_and_jul16.csv:74;papers/learned_lineage_novelty_dev_20260716/lineage_novelty_screening.csv:99,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H04,1960,2240,frame,1,true,false,true,DEVELOPMENT_ONLY,logs/agent_loftr_trigger_search_20260514/aqualoc_harbor04_1960_2240_loftr_extreme_only.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H04,2000,2360,frame,438,true,true,true,DEVELOPMENT_ONLY,logs/agent_seven_point_summary.md:2020;logs/agent_seven_point_summary.md:2021;logs/agent_seven_point_summary.md:2022;logs/agent_seven_point_summary.md:2023;logs/agent_seven_point_summary.md:2024;logs/agent_seven_point_summary.md:2562;logs/agent_seven_point_summary.md:2565;logs/agent_seven_point_summary.md:2569;logs/aqualoc_real_vins/direct_h04_2000_2360_loftr_strict40_lowactive_export/features.bag;logs/aqualoc_real_vins/direct_h04_2000_2360_loftr_strict40_lowactive_export/frontend_metrics.csv;logs/aqualoc_real_vins/direct_h04_2000_2360_loftr_strict80_export/features.bag;logs/aqualoc_real_vins/direct_h04_2000_2360_loftr_strict80_export/frontend_metrics.csv;...(+426),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H04,2120,2180,frame,27,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_jun01_h04_2120_2180_strict_lowtex_active_export_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_jun01_h04_2120_2180_strict_lowtex_active_export_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_jun01_h04_2120_2180_strict_lowtex_active_export_probe/frontend_metrics.csv;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/ape.txt;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/features.bag;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/frontend_metrics.csv;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/roscore.log;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/run_cmd.log;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/vins.log;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/vins_aqualoc_external.yaml;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h04_2120_2180_klt/vins_env_manifest.txt;...(+15),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H04,800,1200,frame,791,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_800_1200_probe/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_800_1200_probe/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_800_1200_probe/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:1;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:10;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:11;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:12;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:13;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:14;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:15;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul18causal_h04_800_1200_full_r1/ape.txt:16;...(+779),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H05,0,50,frame,9,true,false,false,DEVELOPMENT_ONLY,logs/agent_new_dataset_eval/harbor05_0_50_klt_adaptive_clahe.csv;logs/agent_new_dataset_eval/harbor05_0_50_loftr_extreme_only_sp_lg_loftr.csv;logs/agent_new_dataset_eval/harbor05_0_50_normal_safe_sp_lg.csv;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:20;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:21;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:22;logs/agent_new_dataset_eval/report.md:5;logs/agent_new_dataset_eval/report.md:6;logs/agent_new_dataset_eval/report.md:7,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H05,50,100,frame,9,true,false,false,DEVELOPMENT_ONLY,logs/agent_new_dataset_eval/harbor05_50_100_klt_adaptive_clahe.csv;logs/agent_new_dataset_eval/harbor05_50_100_loftr_extreme_only_sp_lg_loftr.csv;logs/agent_new_dataset_eval/harbor05_50_100_normal_safe_sp_lg.csv;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:23;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:24;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:25;logs/agent_new_dataset_eval/report.md:10;logs/agent_new_dataset_eval/report.md:8;logs/agent_new_dataset_eval/report.md:9,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H05,900,1240,frame,718,true,true,true,DEVELOPMENT_ONLY,logs/agent_seven_point_summary.md:2014;logs/agent_seven_point_summary.md:2073;logs/agent_seven_point_summary.md:2679;logs/aqualoc_extrinsic_probe/jun29_extmode_h05_900_1240_klt180_plus_xfeat16_camimu.cmd.log;logs/aqualoc_extrinsic_probe/jun29_extmode_h05_900_1240_xfeat_drop20_camimu.cmd.log;logs/aqualoc_extrinsic_probe/jun29_extmode_h05_900_1240_xfeat_full_camimu.cmd.log;logs/aqualoc_extrinsic_probe/jun29_extmode_h05_900_1240_xfeat_lineage_drop_camimu.cmd.log;logs/aqualoc_extrinsic_probe/jun29_extprobe_h05_estimate1/replay_manifest.txt:2;logs/aqualoc_extrinsic_probe/jun29_extprobe_h05_estimate1/replay_manifest.txt:3;logs/aqualoc_extrinsic_probe/jun29_extprobe_h05_inv_ext/replay_manifest.txt:2;logs/aqualoc_extrinsic_probe/jun29_extprobe_h05_inv_ext/replay_manifest.txt:3;logs/aqualoc_extrinsic_probe/jun29_extprobe_h05_td0/replay_manifest.txt:2;...(+706),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H05,960,1120,frame,1,true,false,true,DEVELOPMENT_ONLY,logs/agent_loftr_trigger_search_20260514/aqualoc_harbor05_960_1120_loftr_extreme_only.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H06,2280,2330,frame,11,true,true,true,DEVELOPMENT_ONLY,logs/agent_may19_aqualoc_multiwindow/h06_2280_2330_formal_sp_lg_loftr.csv;logs/agent_may19_aqualoc_multiwindow/h06_2280_2330_formal_xfeat_loftr.csv;logs/agent_may19_aqualoc_multiwindow/h06_2280_2330_klt_adaptive_clahe.csv;logs/agent_may19_aqualoc_multiwindow/report.md:12;logs/agent_may19_aqualoc_multiwindow/report.md:13;logs/agent_may19_aqualoc_multiwindow/report.md:14;logs/agent_may19_aqualoc_multiwindow/report.md:36;logs/agent_qi_reliability/qi_reliability_report.md:19;logs/agent_qi_reliability/qi_reliability_report.md:58;logs/may25_non_a06_window_scan.md:31;logs/subagent_evidence_matrix.md:30,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H06,2280,2490,frame,111,true,true,true,DEVELOPMENT_ONLY,logs/agent_may19_aqualoc_multiwindow/report.md:27;logs/agent_may19_aqualoc_multiwindow/report.md:28;logs/agent_three_layer_paper/three_layer_method_plan.md:159;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_h06_2280_2490/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_h06_2280_2490/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_h06_2280_2490/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27e_lowtex_contrib_aqualoc_h06_2280_2490_seedchain/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27e_lowtex_contrib_aqualoc_h06_2280_2490_seedchain/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27e_lowtex_contrib_aqualoc_h06_2280_2490_seedchain/frontend_metrics.csv;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h06_2280_2490_klt/ape.txt;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h06_2280_2490_klt/ape.txt:1;logs/aqualoc_real_vins/external_klt_every2_jun29_screen_h06_2280_2490_klt/ape.txt:10;...(+99),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H06,2280,2800,frame,113,true,true,true,DEVELOPMENT_ONLY,logs/aqualoc_extrinsic_probe/jun29_extprobe_h06_inv_ext/replay_manifest.txt:2;logs/aqualoc_extrinsic_probe/jun29_extprobe_h06_inv_ext/replay_manifest.txt:3;logs/aqualoc_real_vins/export_probe_h06_2280_2800_full_xfeat/features.bag;logs/aqualoc_real_vins/export_probe_h06_2280_2800_full_xfeat/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun29_seedchain_h06_2280_2800_xfeat/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun29_seedchain_h06_2280_2800_xfeat/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun29_seedchain_h06_2280_2800_xfeat/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_motion2_h06_2280_2800_hybrid_xfeat/ape.txt;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_motion2_h06_2280_2800_hybrid_xfeat/aqualoc_harbor07_kannala.yaml;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_motion2_h06_2280_2800_hybrid_xfeat/features.bag;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_motion2_h06_2280_2800_hybrid_xfeat/frontend_metrics.csv;logs/aqualoc_real_vins/external_hybrid_xfeat_every2_motion2_h06_2280_2800_hybrid_xfeat/roscore.log;...(+101),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
aqualoc_harbor,H07,0,10,frame,6,true,true,false,DEVELOPMENT_ONLY,logs/agent_new_dataset_eval/harbor07_0_10_klt_adaptive_clahe.csv;logs/agent_new_dataset_eval/harbor07_0_10_loftr_extreme_only.csv;logs/agent_new_dataset_eval/harbor07_0_10_paper_normal_safe.csv;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:26;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:27;logs/agent_new_dataset_eval/new_dataset_eval_summary.md:28,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
